X,Y,GEOCODIGO,MUNICIPIO,UF,CD_UF,HIDRO,icon_url
-46.3213180757387,-24.0212308320353,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3212486967683,-24.0129010881291,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3211822162763,-24.0127007293862,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3209387920556,-24.0157801036029,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3209515808734,-24.0115081691813,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3206919996895,-24.0112976621902,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3190044810839,-24.0058802306737,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3188132473266,-24.0001829799784,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.318338938093,-23.9993521737326,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3176995272752,-24.0153772858945,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3174648166594,-24.0140263928177,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3166273951482,-24.0072129329411,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3165546442827,-24.0066707326691,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3155139820576,-24.0135941298991,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3154386989089,-24.010523120198,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3147690429851,-24.0176469215785,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3135525620061,-24.014179155967,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.312097134958,-24.0085923048707,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3110269408404,-24.0196191718152,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.309744673553,-24.0171680327512,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3102931009084,-23.9968961747062,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3097455625688,-24.0083357720979,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3086784930714,-24.0225470548514,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3087585487458,-24.010388120262,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3079684534323,-24.0092458720769,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3081730204584,-24.0010249009925,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3047160391781,-24.0017460855835,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3040640186839,-24.0106016803091,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.305263930958,-23.9486862950384,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3027322347178,-24.0126854620516,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.3021257618806,-23.9284658370607,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2973472962799,-23.9986189340592,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2987139351681,-23.9421101743366,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2908297961543,-24.0008585919686,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2923747714484,-23.9453932243301,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2892360424467,-24.0214678677862,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2873629470471,-24.0399444368366,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2905858977822,-23.9382473774091,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2873847370852,-24.0148697248668,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2872145870548,-24.0149851668508,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2875669644458,-24.0025274683536,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2856051266483,-24.0412623557507,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.289083476492,-23.9358162002795,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2844975429038,-24.0401345769692,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2876545297992,-23.9280843401934,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2840824582578,-24.0194927522956,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2860980129888,-23.9485811991309,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2828701727534,-24.0344844862596,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2823155885433,-24.0381059439227,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2822152857325,-24.0334247332138,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.282285780409,-24.0206391432387,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2851129955356,-23.9253530260944,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2846451467648,-23.9381011707809,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2833705426146,-23.9349781351532,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2796313626559,-24.0365972752981,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2827024422848,-23.9433515749988,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2802453947323,-24.0095844230546,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2808954844107,-23.9664816207093,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2795391710187,-23.9733824458898,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2784294896622,-24.0008230198995,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2777616887378,-23.9778251328218,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2786590736506,-23.9311932113729,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2753355114438,-24.0047495982754,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2774313184956,-23.9401495618284,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2777081051048,-23.9309528996335,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2744392523921,-23.987185226592,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2752659524632,-23.9358350135246,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2742553152505,-23.9596103732577,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2733904701519,-23.9564622850914,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2711380459119,-24.0097171939913,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2735564563113,-23.9402802841249,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.272688334964,-23.9385171161081,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2703663938623,-23.9840608431392,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2701574855285,-23.9782630290045,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2699008762098,-23.9742039939764,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2679870164087,-23.9281333493743,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2674962421221,-23.9382971854351,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2657383917572,-23.9805967873106,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2664600028605,-23.9312260779435,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.265074083819,-23.9674347418798,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2626319350138,-23.9809412929288,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2568626527474,-23.932809174049,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2560692254827,-23.9536143789824,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.256219876596,-23.9440530720358,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2537560987607,-23.9430125807182,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2514624620389,-23.973055497602,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2500449214776,-23.9848382775707,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2503846996281,-23.9708184340648,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.249270419387,-23.9704714577515,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.249665499459,-23.9399425647025,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2480554829922,-23.9578729832722,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2476074269865,-23.928101408962,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2460498700055,-23.9342734922723,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2433805506719,-23.9293198882147,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2434011640779,-23.9278560600582,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2431808770569,-23.9296118939373,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2411846116751,-23.9670724048883,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2407468937232,-23.965735704609,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2400062015322,-23.9555727538198,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.23927599932,-23.9704769176889,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2385578473767,-23.9560979976579,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2352747829272,-23.9556680705506,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2347364456821,-23.9364613352071,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2328118977845,-23.9536942449624,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2335289791727,-23.9276305170373,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2304892035032,-23.9697955781896,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2316802298001,-23.9281040933202,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2308366268563,-23.9475137206859,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.230538343384,-23.9535871968118,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.230573093935,-23.9475943032907,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2301574886452,-23.9329213880867,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2289553780345,-23.9507336449925,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2278983817906,-23.949126130901,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2277425717729,-23.9451548327115,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2268133398135,-23.963565273166,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2278905284076,-23.9320374178334,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2274990797111,-23.9388629521328,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2264614385916,-23.9436937366186,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2262563117807,-23.9484202885803,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.225498791307,-23.9618488161162,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.224524112771,-23.9543896456023,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2255069008593,-23.9263742946077,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2254868911931,-23.9198814219047,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.223650777501,-23.9567608852101,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2235015938992,-23.9606126078429,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2231362134775,-23.9495718027096,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2227112895197,-23.9392589273381,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2215369859515,-23.9474083786436,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2207719695174,-23.9534058095232,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2199849260051,-23.9427921094253,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2203033176869,-23.9340093025529,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2189302540692,-23.9399110579283,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2165742633586,-23.9355184878795,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2140392038449,-23.9267093410561,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2138839716076,-23.9211956739982,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2122685066395,-23.9641894459458,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2082677573336,-23.9525617695755,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2087707456651,-23.9206821830396,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2043789871432,-23.9989527219362,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2066614879923,-23.9313446516857,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2052279273977,-23.963543266799,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2056643606169,-23.9238964862168,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2007940391137,-23.9240086092937,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.2009715920026,-23.9166005755908,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.198026900743,-23.9880477473578,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1996398242742,-23.9211822102576,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1965541088654,-23.9729388052909,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1971777916963,-23.9178520620903,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1953060918574,-23.9666109303092,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1969850589623,-23.9148589827516,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1946054252241,-23.9688591082464,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1932557405373,-23.9900015872926,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1934925785301,-23.9695242222831,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1949529814369,-23.9179262607629,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1935012103197,-23.9151328805337,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1925894317005,-23.9136546895802,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1922125542829,-23.9125255415893,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.190107938573,-23.917452564628,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1874294822999,-23.9853717519515,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1896529884548,-23.9229583816057,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1891292492205,-23.9084488508871,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1886728109314,-23.914786002386,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1880778117931,-23.9053724402634,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1863591755268,-23.9044067202546,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1858973107058,-23.9065047292748,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1836654894896,-23.8978817358092,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1833116990631,-23.9017290633408,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1813539778675,-23.9447365386483,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1818948784417,-23.9280358080704,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1817042341844,-23.9312985388603,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1813008457874,-23.9347828023935,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.180810930755,-23.93615862303,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1815208214284,-23.9141941505484,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.181863947957,-23.9038453176205,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1818164767749,-23.9004174763175,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1812280144678,-23.9106135050029,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1812401887258,-23.8975781336078,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1789714800863,-23.9430599877409,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1800970398987,-23.9112586736768,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1797402790084,-23.9122274612526,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1796973392902,-23.9105158274016,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1795070197378,-23.8976343781266,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1777089552996,-23.9152190615844,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1777722383912,-23.9127014828985,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1777668080592,-23.9038786036307,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1780374734905,-23.8959587536123,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1769676540972,-23.8947298882794,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.175752801336,-23.9145037178006,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1747684540595,-23.9166412642501,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1750339639548,-23.905215948579,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1748519157711,-23.9075930556686,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1747618987534,-23.902441978883,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1736272415038,-23.9116051419207,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1737960252505,-23.903485377972,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1733118313124,-23.8976990663617,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1729563349011,-23.9046016098193,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1729752917582,-23.9015860373587,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1715902145795,-23.9057061721283,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1714036538668,-23.8982393390113,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1696143039253,-23.9422874217919,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1708002421005,-23.9039201163262,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1706236729035,-23.9055376881282,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1683682903415,-23.9454859443076,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1691832978098,-23.9059510017621,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1673920723694,-23.9442881421581,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1681066310368,-23.8978137522841,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1679109611317,-23.8929128808302,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1673336512675,-23.8861292699904,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1661525588305,-23.8896312599411,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1651394205114,-23.8897622109139,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.165058017842,-23.8904905848487,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1644856752205,-23.9032045970945,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.16430241602,-23.8983315788891,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1641872813007,-23.8975041306473,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1639066342965,-23.8959575492112,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.163932851566,-23.8878579128808,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1629806819823,-23.8883968411537,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1626167560009,-23.8866875806773,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1619627779463,-23.8983514121015,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1620954476191,-23.894196431357,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1620325406041,-23.8954500881962,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1618926490384,-23.8820176336578,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1611266520475,-23.8980107323972,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1614133270797,-23.8812380240395,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1607278496886,-23.8949327806676,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1607666028154,-23.8877402881765,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1607060458128,-23.8890880590349,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1602200990783,-23.8886406183139,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1598932381801,-23.8963185323156,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1589602166042,-23.8924084791698,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1589674314164,-23.8890362323482,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1585284432998,-23.8970990671115,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1584093532787,-23.8919551719724,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1566359831224,-23.8789441847938,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1561661013496,-23.8883749138127,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.156137967854,-23.8872373234033,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.155962681983,-23.877496216384,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1554877204162,-23.8754187075937,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1540443711074,-23.8904771989436,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1531303444705,-23.8886282443372,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1532479757379,-23.8783802255435,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1523172182662,-23.8870058153368,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1520324606785,-23.8675730987844,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.150880960428,-23.8821832439649,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1495418689748,-23.8826681403128,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1484847924725,-23.8888291939885,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1481718848389,-23.8761789820023,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1477292393218,-23.8863763419432,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1466923420028,-23.8683792181556,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1462434057543,-23.8717223323176,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1454693260371,-23.876079835064,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1443014015668,-23.8885717636281,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1435321547431,-23.8877005271315,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1434532204513,-23.8769944708817,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1433604780463,-23.8735503089296,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1426121766784,-23.8782102675764,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1430885270085,-23.8648813928812,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1422787315325,-23.8651165543579,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1407249859831,-23.8847806222482,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1395956590012,-23.8627254328427,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1367937391119,-23.8620363599927,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1333078205302,-23.8613638468819,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
-46.1324944579756,-23.8600761730188,3518701.00000000000,GUARUJÁ,SP,"35",nascente,./0.png
